,prompt,response_1,tiempo_1,ram_mb_1,gpu_mb_1
20,"Create a single moderate question about the least common multiple for a young learner ready for a challenge in the context of a beach visit, with an LCM below 60. Make all needed information explicit. Return only the question in plain text, with no answer or explanation.","assistant

What is the least common multiple of 12 and 18 that is less than 60?",0.36985039710998535,2088.92,2688.0
21,"Write a single easy question comparing two quantities for an elementary student in the context of a science fair, with equal values as one possible result. Keep the question concise. Give only the question as plain text. Do not include the solution.","assistant

What is the difference between the volume of a cube and a sphere?",0.2936086654663086,2088.92,2688.0
22,"Write a single slightly challenging question about equal groups for a student learning basic mathematics in the context of a school cafeteria, using facts from 2 to 5. Make the situation realistic. Use plain text only and provide no solution or explanation.","assistant

A group of 5 students are sitting at a table in the cafeteria. The students are equally divided into two groups of 2. What is the average height of the students in each group?",0.6717278957366943,2088.93,2688.0
23,"Prepare a single basic question about sides and vertices for a young math learner in the context of a garden, using triangles and quadrilaterals. Keep the wording clear and age-appropriate. Use plain text only and provide no solution or explanation.","assistant

What is the name of the shape with four sides that are all of equal length?",0.3395724296569824,2088.93,2688.0
24,"Generate a single simple greater-than or less-than question for a primary school student in the context of a fruit shop, using numbers up to 20. Use one direct question at the end. Give only the question as plain text. Do not include the solution.","assistant

What is the number of apples in the fruit stand that weighs more than 10 kilograms?",0.3520698547363281,2088.93,2688.0
25,"Make one basic question about choosing the correct time for an elementary student in the context of a sports day, using half hours. Use whole numbers only. Use plain text only and provide no solution or explanation.","assistant

What time should the school start for a sports day in the morning?",0.29105520248413086,2088.93,2688.0
26,"Create a single moderate question about taking away for an elementary student in the context of a birthday party, using numbers up to 50. Make all needed information explicit. Use plain text only and provide no solution or explanation.","assistant

What is the sum of the numbers from 1 to 50?",0.28975915908813477,2088.94,2688.0
27,"Generate one slightly challenging challenging multi-step math word problem for a primary school student learning advanced topics in the context of a school cafeteria, without requiring a drawing. Keep the wording clear and age-appropriate. Use plain text only and provide no solution or explanation.","assistant

A school cafeteria has 240 boxes of cereal, and they need to package 480 boxes of cereal into boxes that hold 12 ounces each. How many boxes of cereal will they need to package?",0.6799929141998291,2088.94,2688.0
28,"Prepare one easy mixed-operation problem with addition and subtraction for an upper elementary student in the context of a community park, with no negative answer. Keep the wording clear and age-appropriate. Give only the question as plain text. Do not include the solution.","assistant

What is the total amount of money collected from selling lemonade at the community park's summer fair?",0.3793964385986328,2088.94,2688.0
29,"Make one moderate logic-based elementary math question for a young learner ready for a challenge in the context of a sports day, combining time and addition. Avoid unnecessary details. Output only the question in text form, without hints or an answer.","assistant

What is the total number of minutes in 5 hours and 20 minutes?",0.31903839111328125,2088.94,2688.0
30,"Create a single moderate short multiplication fact problem for a primary school student in the context of a farm, using four equal groups. Make the situation realistic. Output only the question in text form, without hints or an answer.","assistant

Tom has 4 baskets of apples, and each basket contains 6 apples. How many apples does Tom have in total?",0.45722532272338867,2088.94,2688.0
31,"Write a single simple subtraction question with a missing number for an upper elementary student in the context of a school cafeteria, with simple borrowing. Keep the question concise. Output only the question in text form, without hints or an answer.","assistant

What is 15 - 7?",0.19837117195129395,2088.94,2688.0
32,"Create one slightly challenging question about the greatest common divisor for a young learner ready for a challenge in the context of a birthday party, using numbers below 50. Make the situation realistic. Return only the question in plain text, with no answer or explanation.","assistant

What number below 50 is the greatest common divisor of 12, 18, 24, 30, and 36?",0.48763251304626465,2088.94,2688.0
33,"Make a single slightly challenging question about sides and vertices for a student learning basic mathematics in the context of a school library, about identifying a shape. Keep the question concise. Return one question only, written as plain text.","assistant

What is the sum of the interior angles of a triangle if the sum of its interior angles is 180 degrees and the angles are 30, 60, and 90 degrees?",0.6366403102874756,2088.94,2688.0
34,"Prepare a single easy question about rows and columns described with words for a young math learner in the context of a beach visit, using four equal groups. Make all needed information explicit. Return one question only, written as plain text.","assistant

Here's a simple math question about rows and columns for a young math learner:

What is the total number of beach chairs if there are 8 rows of chairs and 6 columns?",0.637345552444458,2088.94,2688.0
35,"Create one easy question comparing two quantities for a young math learner in the context of a camping trip, with a short real-life situation. Avoid unnecessary details. Return one question only, written as plain text.","assistant

What is the difference between 2 cups of water and 1 cup of water in a 3-liter bottle?",0.4323747158050537,2088.94,2688.0
36,"Write one slightly challenging simple GCD word problem for a primary school student learning advanced topics in the context of a birthday party, using an equal-row situation. Use familiar vocabulary. Output only the question in text form, without hints or an answer.","assistant

A group of 15 friends are invited to a birthday party. They are divided into 5 rows of 3 friends each. How many friends will be at the party?",0.6113340854644775,2088.94,2688.0
37,"Make a single slightly challenging question about two repeating events for a young learner ready for a challenge in the context of a playground, with an LCM below 60. Avoid unnecessary details. Use plain text only and provide no solution or explanation.","assistant

What is the LCM of 12 and 18?",0.26106739044189453,2088.95,2688.0
38,"Make one slightly challenging question about finding a total and then what remains for an upper elementary student in the context of a bus trip, with no negative answer. Make all needed information explicit. Output only the question in text form, without hints or an answer.","assistant

What percentage of the total cost of the bus trip will be spent on food?",0.3213686943054199,2088.95,2688.0
39,"Generate one slightly challenging addition question with three addends for a young math learner in the context of a community park, using three small whole numbers. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer.","assistant

Tommy has 15 pencils in his pencil case. His friend Emma gives him 8 more pencils. How many pencils does Tommy have now?",0.5197482109069824,2088.95,2688.0
40,"Create a single basic short multiplication fact problem for a primary school student in the context of a book fair, with a product below 100. Use familiar vocabulary. Use plain text only and provide no solution or explanation.","assistant

5 x 2 = ?",0.17026138305664062,2088.95,2688.0
41,"Create one basic subtraction word problem for an elementary student in the context of a school cafeteria, using two-digit numbers. Avoid unnecessary details. Return only the question in plain text, with no answer or explanation.","assistant

Tom has 15 pencils in his pencil case. His friend gives him 7 more pencils. How many pencils does Tom have now?",0.47906947135925293,2088.95,2688.0
42,"Prepare one basic question using repeated addition for a primary school student in the context of a birthday party, without showing an array. Make all needed information explicit. Output only the question in text form, without hints or an answer.","assistant

What is 2 + 2 + 2 + 2 + 2 + 2 + 2 + 2 + 2 + 2?",0.5507330894470215,2088.95,2688.0
43,"Create a single moderate mixed-skills mathematics challenge for a young learner ready for a challenge in the context of a school library, combining geometry and arithmetic. Use familiar vocabulary. Output only the question in text form, without hints or an answer.","assistant

Find the perimeter of a rectangle with a length of 8 cm and a width of 5 cm.",0.38527989387512207,2088.95,2688.0
44,"Prepare a single easy question about choosing the correct time for an upper elementary student in the context of a classroom, using whole hours. Use whole numbers only. Return only the question in plain text, with no answer or explanation.","assistant

What time should you start the class on a Monday morning?",0.25303196907043457,2088.95,2688.0
45,"Generate a single slightly challenging elapsed-time word problem for a student learning basic mathematics in the context of a garden, using half hours. Make the situation realistic. Return only the question in plain text, with no answer or explanation.","assistant

A gardener is tasked with watering a 20,000 sqft garden for 2 hours. If the water required is 1 gallon per 100 sqft, how many gallons will be used?",0.678203821182251,2088.95,2688.0
46,"Generate a single easy logic-based elementary math question for an upper elementary student in the context of a community park, combining addition and multiplication. Use one direct question at the end. Return only the question in plain text, with no answer or explanation.","assistant

What is 3 x 6 + 2?",0.23875188827514648,2088.95,2688.0
47,"Write one basic question about the least common multiple for a young learner ready for a challenge in the context of a school library, using two repeating time intervals. Make all needed information explicit. Output only the question in text form, without hints or an answer.","assistant

What is the least common multiple of 8 hours and 4 days?",0.29711270332336426,2088.95,2688.0
48,"Prepare one easy question about making equal groups for an elementary student in the context of a sports day, using a simple sharing situation. Make all needed information explicit. Return only the question in plain text, with no answer or explanation.","assistant

What is the best way to divide a group of 15 students into equal groups for a sports day activity?",0.4009995460510254,2088.95,2688.0
49,"Write one easy missing-number equation for a young learner ready for a challenge in the context of a garden, using numbers below 50. Keep the question concise. Return one question only, written as plain text.","assistant

What number is missing from the sequence: 1, 2, 4, 8, 16, 32?",0.45828771591186523,2088.95,2688.0
50,"Make a single slightly challenging question about two repeating events for a primary school student learning advanced topics in the context of a sports day, using a school schedule situation. Avoid unnecessary details. Use plain text only and provide no solution or explanation.","assistant

The school's annual sports day is scheduled to take place on a Saturday. The school's basketball team has been practicing for three weeks. They have been playing for 5 days a week, with a 30-minute practice session and a 1-hour match. What is the total number of practice sessions the team has had?",1.0353279113769531,2088.95,2688.0
51,"Create a single easy question about finding a total and then what remains for a student learning basic mathematics in the context of a bus trip, with no negative answer. Use familiar vocabulary. Output only the question in text form, without hints or an answer.","assistant

What is the total amount of money left after a $20 bill and a $5 bill are added together?",0.40476322174072266,2088.96,2688.0
52,"Make a single slightly challenging question about hours and minutes for an elementary student in the context of a bus trip, using an afternoon activity. Use whole numbers only. Return only the question in plain text, with no answer or explanation.","assistant

What is the time it will be 3 hours and 45 minutes after 11:45 AM?",0.390613317489624,2088.96,2688.0
53,"Create one simple simple LCM word problem for an upper elementary student in the context of a fruit shop, using two small multiples. Keep the question concise. Output only the question in text form, without hints or an answer.","assistant

A fruit shop sells apples at 3 times the price of bananas. If a basket of 5 apples costs $8, how much does a basket of bananas cost?",0.5876102447509766,2088.96,2688.0
54,"Prepare a single basic short sum problem for a primary school student in the context of a book fair, using one missing addend. Use familiar vocabulary. Use plain text only and provide no solution or explanation.","assistant

Tom has 15 pencils in his pencil case. He buys 8 more pencils for his friend. How many pencils does Tom have now?",0.5027129650115967,2088.96,2688.0
55,"Create one basic short sum problem for a young math learner in the context of a school library, with no regrouping. Use whole numbers only. Use plain text only and provide no solution or explanation.","assistant

A bookshelf has 15 books. If 3 more books are added, how many books will be on the bookshelf?",0.4636507034301758,2088.96,2688.0
56,"Prepare one easy simple GCD word problem for an upper elementary student in the context of a bus trip, using an equal-packaging situation. Use whole numbers only. Return only the question in plain text, with no answer or explanation.","assistant

What is the greatest common divisor of 12 and 18?",0.2711520195007324,2088.96,2688.0
57,"Prepare one slightly challenging question about adding two quantities for a young math learner in the context of a book fair, with no regrouping. Use one direct question at the end. Output only the question in text form, without hints or an answer.","assistant

What is the total cost of 3 books, 2 pencils, and 5 crayons if the cost of 2 books is $12, the cost of 1 pencil is $0.50, and the cost of 1 crayon is $0.25?",0.9214296340942383,2088.96,2688.0
58,"Generate one simple greater-than or less-than question for an upper elementary student in the context of a birthday party, using numbers up to 20. Avoid unnecessary details. Give only the question as plain text. Do not include the solution.","assistant

Is 5 greater than 10?",0.19765305519104004,2088.97,2688.0
59,"Prepare one basic question using one unknown value for an upper elementary student in the context of a sports day, using addition. Make the situation realistic. Give only the question as plain text. Do not include the solution.","assistant

What is the total number of books that the school library has in its collection if it has 250 books and 120 of them are fiction, and 80 of them are non-fiction?",0.6639397144317627,2088.97,2688.0
60,"Write a single slightly challenging question about a daily schedule for a young math learner in the context of a playground, using an afternoon activity. Use one direct question at the end. Output only the question in text form, without hints or an answer.","assistant

What is the most efficient way to allocate time for a 30-minute math lesson in a playground, considering the time it takes to walk to the playground, the time spent on the playground, and the time spent on the math lesson itself?",0.7975039482116699,2088.97,2688.0
61,"Write one simple short sum problem for a young math learner in the context of a bakery, using numbers up to 100. Use one direct question at the end. Give only the question as plain text. Do not include the solution.","assistant

A bakery sells 25 loaves of bread per day. If they sell 30 loaves of bread per hour, and they sell bread for $2 per loaf, how much money do they make in a day?",0.7245759963989258,2088.97,2688.0
62,"Make one slightly challenging question about the least common multiple for a primary school student learning advanced topics in the context of a camping trip, using two repeating time intervals. Make the situation realistic. Give only the question as plain text. Do not include the solution.","assistant

If you're planning a camping trip and you want to ensure you have enough time for a 2-hour hike, but you also want to allow for a 1-hour break for lunch, what time interval should you choose for the hike?",0.806879997253418,2088.98,2688.0
63,"Make a single simple question asking how much more one group has for an elementary student in the context of a bakery, using two-digit numbers. Make all needed information explicit. Use plain text only and provide no solution or explanation.","assistant

How much more does the bakery sell 14 cupcakes than 7 cupcakes?",0.33539462089538574,2088.98,2688.0
64,"Generate a single basic question asking when two schedules meet again for an upper elementary student in the context of a family picnic, using a repeating-pattern situation. Use one direct question at the end. Use plain text only and provide no solution or explanation.","assistant

When does the school bus and the school bus arrive at the park for the picnic?",0.35534214973449707,2088.98,2688.0
65,"Generate a single easy question requiring the GCD of two numbers for an upper elementary student in the context of a family picnic, using numbers below 30. Use one direct question at the end. Use plain text only and provide no solution or explanation.","assistant

What is the GCD of 12 and 18?",0.27771973609924316,2088.98,2688.0
66,"Generate one moderate question about making equal groups for a young learner ready for a challenge in the context of a fruit shop, asking for the largest possible group size. Avoid unnecessary details. Give only the question as plain text. Do not include the solution.","assistant

What is the largest number of fruits that can be arranged in a group of 5, 7, and 9?",0.45862317085266113,2088.98,2688.0
67,"Generate one easy mixed-operation problem with addition and subtraction for a student learning basic mathematics in the context of a book fair, using three quantities. Avoid unnecessary details. Output only the question in text form, without hints or an answer.","assistant

A book fair has 15 boxes of books, 8 shelves, and 20 books on each shelf. If 5 boxes of books are taken out, how many books are left in the fair?",0.7128324508666992,2088.98,2688.0
68,"Generate a single slightly challenging question about adding two quantities for a student learning basic mathematics in the context of a classroom, with no regrouping. Keep the question concise. Use plain text only and provide no solution or explanation.","assistant

What is the sum of 4 + 2?",0.2504138946533203,2088.98,2688.0
69,"Make a single basic question about the least common multiple for a young learner ready for a challenge in the context of a camping trip, using a school schedule situation. Use one direct question at the end. Give only the question as plain text. Do not include the solution.","assistant

What is the least common multiple of 3 and 6 hours in a school day?",0.34747767448425293,2088.98,2688.0
70,"Make a single basic subtraction word problem for a primary school student in the context of a school library, with simple borrowing. Use whole numbers only. Output only the question in text form, without hints or an answer.","assistant

Tom has 15 books in his library. He lends 7 books to his friend. How many books does Tom have left in his library?",0.5354843139648438,2088.98,2688.0
71,"Write a single basic question about sides and vertices for a student learning basic mathematics in the context of a classroom, using triangles and quadrilaterals. Keep the wording clear and age-appropriate. Return only the question in plain text, with no answer or explanation.","assistant

What is the sum of the interior angles of a quadrilateral?",0.283397912979126,2088.98,2688.0
72,"Create a single easy question about two repeating events for an upper elementary student in the context of a community park, using a repeating-pattern situation. Keep the wording clear and age-appropriate. Give only the question as plain text. Do not include the solution.","assistant

What is the next event in the sequence: 
- Day 1: The park has a picnic lunch
- Day 2: The park has a game of soccer
- Day 3: The park has a picnic lunch
- Day 4: The park has a game of soccer",0.9986269474029541,2088.98,2688.0
73,"Make one easy question comparing two groups with a ratio for a primary school student learning advanced topics in the context of a bakery, using numbers below 10. Make the situation realistic. Return one question only, written as plain text.","assistant

Here's a question comparing two groups with a ratio for a primary school student learning advanced topics in the context of a bakery:

What is the ratio of the number of cupcakes sold in the morning to the number of cupcakes sold in the afternoon in a bakery, if 5 groups of 8 cupcakes each were sold in the morning and 6 groups of 9 cupcakes each were sold in the afternoon?",1.3377017974853516,2088.98,2690.0
74,"Prepare a single basic question about hours and minutes for an upper elementary student in the context of a sports day, using a morning activity. Use whole numbers only. Give only the question as plain text. Do not include the solution.","assistant

What is the time on the clock when the school starts for a morning sports day?",0.3547666072845459,2088.98,2690.0
75,"Prepare one basic question about reading a written clock time for a primary school student in the context of a book fair, using whole hours. Use one direct question at the end. Give only the question as plain text. Do not include the solution.","assistant

What is the time on the clock in 3 o'clock?",0.28778958320617676,2088.98,2690.0
76,"Write a single slightly challenging question about making equal groups for a primary school student learning advanced topics in the context of a toy store, using an equal-packaging situation. Use one direct question at the end. Output only the question in text form, without hints or an answer.","assistant

What is the most efficient way to pack a set of 24 toy cars into boxes of 8, so that each box contains an equal number of cars?",0.5834829807281494,2088.99,2690.0
77,"Generate one easy addition question with three addends for a young math learner in the context of a farm, using numbers up to 20. Make all needed information explicit. Output only the question in text form, without hints or an answer.","assistant

Tom has 5 baskets of apples, and his friend gives him 8 more baskets of apples. How many baskets of apples does Tom have now?",0.5511553287506104,2088.99,2690.0
78,"Generate a single easy question requiring the LCM of two numbers for an upper elementary student in the context of a book fair, using a school schedule situation. Avoid unnecessary details. Return only the question in plain text, with no answer or explanation.","assistant

What is the least common multiple of 8 and 15?",0.2855839729309082,2088.99,2690.0
79,"Create one simple question about hours and minutes for an upper elementary student in the context of a fruit shop, using a morning activity. Make the situation realistic. Return only the question in plain text, with no answer or explanation.","assistant

What time is the fruit shop opening today?",0.2222433090209961,2088.99,2690.0
80,"Prepare one easy question requiring the GCD of two numbers for a young learner ready for a challenge in the context of a birthday party, using an equal-packaging situation. Make all needed information explicit. Give only the question as plain text. Do not include the solution.","assistant

What is the greatest common divisor (GCD) of 48 and 18?",0.33878517150878906,2088.99,2690.0
81,"Prepare one moderate question about adding two quantities for an upper elementary student in the context of a community park, using numbers up to 100. Use one direct question at the end. Output only the question in text form, without hints or an answer.","assistant

What is the total number of swings in the park if there are 25 swings in the children's playground and 30 adult swings?",0.49758172035217285,2088.99,2690.0
82,"Generate a single moderate elapsed-time word problem for an upper elementary student in the context of a family picnic, with an interval shorter than two hours. Use familiar vocabulary. Give only the question as plain text. Do not include the solution.","assistant

Tommy and his family are going on a picnic. They arrive at the park at 10:00 AM. They have a 30-minute walk to the playground. After playing on the playground, they have a 15-minute break for lunch. Then, they have another 45-minute walk to the picnic area. How many minutes will they spend at the picnic?",1.219630479812622,2088.99,2690.0
83,"Write one basic question that requires finding a total for a student learning basic mathematics in the context of a school cafeteria, with simple regrouping. Keep the wording clear and age-appropriate. Return one question only, written as plain text.","assistant

What is the total cost of a sandwich and a drink in the cafeteria?",0.3155202865600586,2088.99,2690.0
84,"Prepare a single slightly challenging question about equal groups for a student learning basic mathematics in the context of a pet shelter, without showing an array. Use familiar vocabulary. Use plain text only and provide no solution or explanation.","assistant

What is the ratio of the number of dogs to cats in the shelter that are adopted to the number of dogs that are adopted to the number of cats that are adopted?",0.5836527347564697,2088.99,2690.0
85,"Make a single slightly challenging question about two repeating events for a young learner ready for a challenge in the context of a camping trip, using a school schedule situation. Make the situation realistic. Return only the question in plain text, with no answer or explanation.","assistant

What is the most likely time for a group of friends to have a picnic lunch on a Saturday afternoon during a school break, considering they will be traveling to a campsite on a Friday morning and returning home on Sunday evening?",0.7561187744140625,2088.99,2690.0
86,"Create a single easy problem that requires two or three steps for an upper elementary student in the context of a book fair, with a clear and solvable situation. Make the situation realistic. Return one question only, written as plain text.","assistant

Here's a problem for an upper elementary student:

You are a librarian at a school book fair. You have 15 boxes of books to distribute to the students. Each box contains 3 books. If you want to give 5 books to each student, how many boxes of books will you need to buy to meet the demand?

A) 2 boxes
B) 3 boxes
C) 4 boxes
D) 5 boxes

Answer: B) 3 boxes",1.5390520095825195,2089.0,2690.0
87,"Generate a single moderate question about an equivalent ratio for a young learner ready for a challenge in the context of a music class, using an equivalent-ratio situation described with words. Keep the question concise. Output only the question in text form, without hints or an answer.","assistant

What is the equivalent ratio for a guitar string that is 3/4 of a standard guitar string, but when stretched to 6/8 time?",0.5325419902801514,2089.0,2690.0
88,"Prepare a single basic question comparing two groups with a ratio for a young learner ready for a challenge in the context of a community park, using numbers below 10. Use familiar vocabulary. Return one question only, written as plain text.","assistant

Here's a question for a young learner comparing two groups with a ratio:

Which group has more swings: the group with 5 kids and 3 swings, or the group with 8 kids and 2 swings?",0.7321376800537109,2089.0,2690.0
89,"Generate one slightly challenging multiplication word problem for a young math learner in the context of a bus trip, using facts from 2 to 5. Use whole numbers only. Give only the question as plain text. Do not include the solution.","assistant

A bus is traveling from City A to City B with 250 passengers. If the bus has 5 rows of seats, and each row has 8 seats, how many seats are there in total?",0.683027982711792,2089.0,2690.0
90,"Generate a single simple question using repeated addition for a young math learner in the context of a camping trip, with a product below 100. Avoid unnecessary details. Output only the question in text form, without hints or an answer.","assistant

What is 5 + 2 + 1 + 3 + 4?",0.3351907730102539,2089.01,2690.0
91,"Write one slightly challenging division word problem for a young math learner in the context of a playground, using a dividend below 100. Keep the question concise. Use plain text only and provide no solution or explanation.","assistant

Tom has 48 swings. He wants to put 24 more swings in the playground. How many swings will Tom have in total?",0.4825398921966553,2089.01,2690.0
92,"Write one simple question comparing two geometric shapes for an elementary student in the context of a garden, using triangles and quadrilaterals. Keep the wording clear and age-appropriate. Return only the question in plain text, with no answer or explanation.","assistant

What is the difference between a square and a rectangle?",0.24352765083312988,2089.01,2690.0
93,"Make a single easy question asking which amount is larger for a student learning basic mathematics in the context of a school library, using the words greater, less, or equal. Keep the wording clear and age-appropriate. Return one question only, written as plain text.","assistant

Which is greater: 5 or 3?",0.23554587364196777,2089.01,2690.0
94,"Write a single simple word problem that can be solved with one equation for an upper elementary student in the context of a pet shelter, with the unknown on the right side. Keep the question concise. Give only the question as plain text. Do not include the solution.","assistant

A shelter has 15 dogs and 8 cats. How many animals does the shelter have in total?",0.40512633323669434,2089.01,2690.0
95,"Write a single simple question about equal sharing for a student learning basic mathematics in the context of a school cafeteria, using divisors from 2 to 10. Use familiar vocabulary. Output only the question in text form, without hints or an answer.","assistant

What is the best way to share a pizza equally among 5 friends in the cafeteria?",0.35949063301086426,2089.02,2690.0
96,"Prepare a single moderate question comparing two groups with a ratio for a young learner ready for a challenge in the context of a classroom, without fractions or decimals. Keep the question concise. Use plain text only and provide no solution or explanation.","assistant

Group A: 3 boys, 2 girls
Group B: 4 boys, 3 girls

What is the ratio of boys to girls in both groups?",0.5946314334869385,2089.02,2690.0
97,"Create a single easy question about taking away for a student learning basic mathematics in the context of a science fair, using numbers up to 20. Keep the wording clear and age-appropriate. Return only the question in plain text, with no answer or explanation.","assistant

What is the sum of 4 + 9?",0.24318575859069824,2089.02,2690.0
98,"Create a single simple addition question with three addends for an upper elementary student in the context of a music class, with no regrouping. Keep the question concise. Use plain text only and provide no solution or explanation.","assistant

2 + 5 + 3",0.1875,2089.02,2690.0
99,"Create one easy simple number-pattern question for a young learner ready for a challenge in the context of a bakery, using division with no remainder. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer.","assistant

What number do you need to divide 24 by 6 to get 4?",0.34094738960266113,2089.02,2690.0
100,"Create one moderate ratio word problem for a primary school student learning advanced topics in the context of a toy store, using two types of objects. Use one direct question at the end. Use plain text only and provide no solution or explanation.","assistant

A toy store sells 25 boxes of crayons at $5 each and 30 boxes of markers at $3 each. If the store has a 20% discount coupon, how much money will the store make from selling crayons and markers?",0.8107364177703857,2089.03,2690.0
101,"Create one easy question about equal groups for an upper elementary student in the context of a playground, using facts from 2 to 5. Keep the question concise. Return one question only, written as plain text.","assistant

What is the main reason why playgrounds have rules to keep everyone safe?",0.29654741287231445,2089.03,2690.0
