,prompt,response_4,tiempo_4,ram_mb_4,gpu_mb_4
56,"Prepare one easy simple GCD word problem for an upper elementary student in the context of a bus trip, using an equal-packaging situation. Use whole numbers only. Return only the question in plain text, with no answer or explanation.","system
A school is planning a bus trip and needs to pack snacks equally into each bag. If there are 48 apples and 60 oranges that need to be packed into bags containing the same number of fruits without any leftovers, what is the largest number of fruits that can go into each bag?",1.633700371,2119.26,3274
57,"Prepare one slightly challenging question about adding two quantities for a young math learner in the context of a book fair, with no regrouping. Use one direct question at the end. Output only the question in text form, without hints or an answer.","system
What is the sum of 45 and 37?",0.439794779,2119.27,3274
58,"Generate one simple greater-than or less-than question for an upper elementary student in the context of a birthday party, using numbers up to 20. Avoid unnecessary details. Give only the question as plain text. Do not include the solution.","system
Which is more: 15 cookies or 18 cupcakes?",0.470958471,2119.27,3274
59,"Prepare one basic question using one unknown value for an upper elementary student in the context of a sports day, using addition. Make the situation realistic. Give only the question as plain text. Do not include the solution.","system
What is the total number of points if Sarah scored 15 points and Tom scored 20 points?",0.666785002,2119.27,3274
60,"Write a single slightly challenging question about a daily schedule for a young math learner in the context of a playground, using an afternoon activity. Use one direct question at the end. Output only the question in text form, without hints or an answer.","system
What is the most exciting mathematical concept you learned today that relates to your favorite outdoor activities?",0.568647146,2119.27,3274
61,"Write one simple short sum problem for a young math learner in the context of a bakery, using numbers up to 100. Use one direct question at the end. Give only the question as plain text. Do not include the solution.","system
How many cookies did the baker make if she baked 45 chocolate chip cookies and 37 sugar cookies?",0.70692873,2119.27,3274
62,"Make one slightly challenging question about the least common multiple for a primary school student learning advanced topics in the context of a camping trip, using two repeating time intervals. Make the situation realistic. Give only the question as plain text. Do not include the solution.","system
What is the smallest number of tents needed if each tent can accommodate 4 people and you have to ensure that there are no less than 20 people at your campsite?",1.040688753,2119.27,3274
63,"Make a single simple question asking how much more one group has for an elementary student in the context of a bakery, using two-digit numbers. Make all needed information explicit. Use plain text only and provide no solution or explanation.","system
How many more cookies does Group A have compared to Group B if Group A has 47 cookies and Group B has 32 cookies?",0.860516787,2119.27,3274
64,"Generate a single basic question asking when two schedules meet again for an upper elementary student in the context of a family picnic, using a repeating-pattern situation. Use one direct question at the end. Use plain text only and provide no solution or explanation.","system
When will the family's schedule next match up with their planned picnic?",0.463761806,2119.27,3274
65,"Generate a single easy question requiring the GCD of two numbers for an upper elementary student in the context of a family picnic, using numbers below 30. Use one direct question at the end. Use plain text only and provide no solution or explanation.","system
What is the greatest common divisor (GCD) of 24 and 18?",0.59689784,2119.27,3274
66,"Generate one moderate question about making equal groups for a young learner ready for a challenge in the context of a fruit shop, asking for the largest possible group size. Avoid unnecessary details. Give only the question as plain text. Do not include the solution.","system
How many fruits can you put in each group if you want to make the largest possible groups from 24 apples and 36 oranges?",0.864132166,2119.27,3274
67,"Generate one easy mixed-operation problem with addition and subtraction for a student learning basic mathematics in the context of a book fair, using three quantities. Avoid unnecessary details. Output only the question in text form, without hints or an answer.","system
A bookstore has 120 books on display. They sell 35 books during the morning and buy back 48 new books later in the day. How many books does the bookstore have now?",1.1971488,2119.27,3274
68,"Generate a single slightly challenging question about adding two quantities for a student learning basic mathematics in the context of a classroom, with no regrouping. Keep the question concise. Use plain text only and provide no solution or explanation.","system
What is the sum of 245 and 378?",0.48862195,2119.27,3274
69,"Make a single basic question about the least common multiple for a young learner ready for a challenge in the context of a camping trip, using a school schedule situation. Use one direct question at the end. Give only the question as plain text. Do not include the solution.","system
What is the least common multiple (LCM) that would help us plan our camping trip if we need to decide on a meeting time that's convenient for all participants?",0.985604525,2119.43,3274
70,"Make a single basic subtraction word problem for a primary school student in the context of a school library, with simple borrowing. Use whole numbers only. Output only the question in text form, without hints or an answer.","system
At the beginning of the week, there were 120 books on the shelf in the children's section of the library. By Friday, 35 books had been borrowed and 47 new books had arrived from another location. How many books are left on the shelf?",1.559728384,2119.45,3274
71,"Write a single basic question about sides and vertices for a student learning basic mathematics in the context of a classroom, using triangles and quadrilaterals. Keep the wording clear and age-appropriate. Return only the question in plain text, with no answer or explanation.","system
What is the difference between the number of sides and the number of vertices in a triangle?",0.571022034,2119.45,3274
72,"Create a single easy question about two repeating events for an upper elementary student in the context of a community park, using a repeating-pattern situation. Keep the wording clear and age-appropriate. Give only the question as plain text. Do not include the solution.","system
What is the pattern of flowers blooming at the community garden during spring?",0.489192486,2119.46,3274
73,"Make one easy question comparing two groups with a ratio for a primary school student learning advanced topics in the context of a bakery, using numbers below 10. Make the situation realistic. Return one question only, written as plain text.","system
Question: If a bakery makes 3 chocolate cakes and 2 vanilla cakes every day, what is the ratio of chocolate cakes to vanilla cakes?",0.856664896,2119.46,3274
74,"Prepare a single basic question about hours and minutes for an upper elementary student in the context of a sports day, using a morning activity. Use whole numbers only. Give only the question as plain text. Do not include the solution.","system
What is the total number of minutes in 3 hours?",0.426379204,2119.46,3274
75,"Prepare one basic question about reading a written clock time for a primary school student in the context of a book fair, using whole hours. Use one direct question at the end. Give only the question as plain text. Do not include the solution.","system
What is 3:00 PM on a standard clock?",0.442769527,2119.46,3274
76,"Write a single slightly challenging question about making equal groups for a primary school student learning advanced topics in the context of a toy store, using an equal-packaging situation. Use one direct question at the end. Output only the question in text form, without hints or an answer.","system
How can you ensure that all toys in different packaging sizes are distributed equally among children's toy boxes?",0.619436741,2119.46,3274
77,"Generate one easy addition question with three addends for a young math learner in the context of a farm, using numbers up to 20. Make all needed information explicit. Output only the question in text form, without hints or an answer.","system
What is the total number of animals on the farm if there are 15 cows, 8 sheep, and 7 pigs?",0.818926573,2119.47,3274
78,"Generate a single easy question requiring the LCM of two numbers for an upper elementary student in the context of a book fair, using a school schedule situation. Avoid unnecessary details. Return only the question in plain text, with no answer or explanation.","system
What is the least common multiple (LCM) of 12 and 18 that could represent the number of books on display at the school's annual book fair?",1.019315004,2119.47,3274
79,"Create one simple question about hours and minutes for an upper elementary student in the context of a fruit shop, using a morning activity. Make the situation realistic. Return only the question in plain text, with no answer or explanation.",system What time should you check out at the fruit shop to make sure you have enough time to buy apples before they run out?,0.724681854,2119.47,3274
80,"Prepare one easy question requiring the GCD of two numbers for a young learner ready for a challenge in the context of a birthday party, using an equal-packaging situation. Make all needed information explicit. Give only the question as plain text. Do not include the solution.","system
How many cookies will each friend get if you want to divide 24 chocolate chip cookies equally among your friends at the party?",0.783783913,2119.47,3274
81,"Prepare one moderate question about adding two quantities for an upper elementary student in the context of a community park, using numbers up to 100. Use one direct question at the end. Output only the question in text form, without hints or an answer.","system
What is the sum of 45 and 37?",0.445698261,2119.47,3274
82,"Generate a single moderate elapsed-time word problem for an upper elementary student in the context of a family picnic, with an interval shorter than two hours. Use familiar vocabulary. Give only the question as plain text. Do not include the solution.","system
How long did it take to set up the picnic area and prepare all the food before everyone arrived?",0.613911867,2119.48,3274
83,"Write one basic question that requires finding a total for a student learning basic mathematics in the context of a school cafeteria, with simple regrouping. Keep the wording clear and age-appropriate. Return one question only, written as plain text.","system
How much will 3 students need to pay if each buys a meal priced at $2.50 including tax, considering they all want to add an extra $1 on top?",1.086629868,2119.48,3274
84,"Prepare a single slightly challenging question about equal groups for a student learning basic mathematics in the context of a pet shelter, without showing an array. Use familiar vocabulary. Use plain text only and provide no solution or explanation.","system
If each dog at the animal shelter requires 2 square feet of space to play outside, how many dogs can be accommodated on a 100 square foot area?",1.025660276,2119.48,3274
85,"Make a single slightly challenging question about two repeating events for a young learner ready for a challenge in the context of a camping trip, using a school schedule situation. Make the situation realistic. Return only the question in plain text, with no answer or explanation.","system
What is likely to happen if you forget your lunch during a long hiking day at camp?",0.563044071,2119.48,3274
86,"Create a single easy problem that requires two or three steps for an upper elementary student in the context of a book fair, with a clear and solvable situation. Make the situation realistic. Return one question only, written as plain text.","system
At the annual Book Fair, there are 120 books on display. The school decides to buy half of these books for their library. How many books will they purchase?",1.055332899,2119.49,3274
87,"Generate a single moderate question about an equivalent ratio for a young learner ready for a challenge in the context of a music class, using an equivalent-ratio situation described with words. Keep the question concise. Output only the question in text form, without hints or an answer.","system
What is the equivalent ratio if 3 beats equal 2 measures?",0.479398727,2119.49,3274
88,"Prepare a single basic question comparing two groups with a ratio for a young learner ready for a challenge in the context of a community park, using numbers below 10. Use familiar vocabulary. Return one question only, written as plain text.","system
How many more swings are there compared to slides in the playground?",0.457471609,2119.49,3274
89,"Generate one slightly challenging multiplication word problem for a young math learner in the context of a bus trip, using facts from 2 to 5. Use whole numbers only. Give only the question as plain text. Do not include the solution.","system
A bus trip covers a distance of 150 miles. If each mile takes 3 minutes to drive, how many hours will it take to complete the entire trip?",1.04300046,2119.49,3274
90,"Generate a single simple question using repeated addition for a young math learner in the context of a camping trip, with a product below 100. Avoid unnecessary details. Output only the question in text form, without hints or an answer.","system
How many total marshmallows did we collect if each person collected 5 and there were 8 people at the campfire?",0.771131277,2119.49,3274
91,"Write one slightly challenging division word problem for a young math learner in the context of a playground, using a dividend below 100. Keep the question concise. Use plain text only and provide no solution or explanation.","system
At the school's annual sports day, there were 36 students participating in various games. If each game requires 4 players to start, how many games can be organized so that every student gets a chance?",1.228398085,2119.49,3274
92,"Write one simple question comparing two geometric shapes for an elementary student in the context of a garden, using triangles and quadrilaterals. Keep the wording clear and age-appropriate. Return only the question in plain text, with no answer or explanation.","system
What is the difference between a triangle and a quadrilateral shape?",0.453078985,2119.49,3274
93,"Make a single easy question asking which amount is larger for a student learning basic mathematics in the context of a school library, using the words greater, less, or equal. Keep the wording clear and age-appropriate. Return one question only, written as plain text.","system
What is 50 more than 30?",0.397382975,2119.5,3274
94,"Write a single simple word problem that can be solved with one equation for an upper elementary student in the context of a pet shelter, with the unknown on the right side. Keep the question concise. Give only the question as plain text. Do not include the solution.","system
A shelter has 15 cats. How many more cats must they take in to have 30 cats total?",0.72905755,2119.5,3274
95,"Write a single simple question about equal sharing for a student learning basic mathematics in the context of a school cafeteria, using divisors from 2 to 10. Use familiar vocabulary. Output only the question in text form, without hints or an answer.","system
How can you divide 36 apples equally among 6 students?",0.474386692,2119.5,3274
96,"Prepare a single moderate question comparing two groups with a ratio for a young learner ready for a challenge in the context of a classroom, without fractions or decimals. Keep the question concise. Use plain text only and provide no solution or explanation.","system
Which group has more members: Group A with 15 students or Group B with 20 students?",0.687059879,2119.5,3274
97,"Create a single easy question about taking away for a student learning basic mathematics in the context of a science fair, using numbers up to 20. Keep the wording clear and age-appropriate. Return only the question in plain text, with no answer or explanation.","system
How many marbles will be left if you start with 15 marbles and give away 7?",0.671902418,2119.5,3274
98,"Create a single simple addition question with three addends for an upper elementary student in the context of a music class, with no regrouping. Keep the question concise. Use plain text only and provide no solution or explanation.","system
What is 4 + 5 + 3?",0.398128271,2119.5,3274
99,"Create one easy simple number-pattern question for a young learner ready for a challenge in the context of a bakery, using division with no remainder. Keep the wording clear and age-appropriate. Output only the question in text form, without hints or an answer.","system
How many cookies does each friend get if 24 cookies are shared equally among 6 friends?",0.627630472,2119.5,3274
100,"Create one moderate ratio word problem for a primary school student learning advanced topics in the context of a toy store, using two types of objects. Use one direct question at the end. Use plain text only and provide no solution or explanation.","system
A toy store has 120 toys in total. Out of these, 45 are action figures and the rest are dolls. What is the ratio of action figures to dolls? 

What is the ratio of action figures to dolls?",1.390294313,2119.5,3274
101,"Create one easy question about equal groups for an upper elementary student in the context of a playground, using facts from 2 to 5. Keep the question concise. Return one question only, written as plain text.","system
How many different ways can you divide a group of 10 children into teams if each team must have exactly 2 members?",0.772608995,2119.5,3274
102,"Make one easy mixed-skills mathematics challenge for a young learner ready for a challenge in the context of a classroom, combining geometry and arithmetic. Use one direct question at the end. Return one question only, written as plain text.","system
A square garden has sides measuring 10 meters each. If you walk around the perimeter of the garden once, how many meters do you walk? 

Answer: 40 meters.",1.083091974,2119.5,3274
103,"Make one moderate question about choosing the correct time for a young math learner in the context of a bus trip, using times to the nearest five minutes. Make the situation realistic. Return only the question in plain text, with no answer or explanation.","system
What is the optimal departure time from the school that allows all students to arrive at the bus stop within 10-minute intervals without any waiting time?",0.882697344,2119.5,3274
104,"Make one simple question requiring the GCD of two numbers for an upper elementary student in the context of a camping trip, using numbers below 30. Avoid unnecessary details. Return only the question in plain text, with no answer or explanation.","system
What is the greatest common divisor (GCD) of 24 and 18?",0.598546028,2119.5,3274
105,"Prepare a single simple question about the greatest common factor for an upper elementary student in the context of a school cafeteria, with no remainder after grouping. Make the situation realistic. Return one question only, written as plain text.","system
What is the greatest number of students that can be seated at each table if there are 24 apples and 36 oranges to share equally among the tables without any leftovers?",1.071597576,2119.5,3274
106,"Generate one basic question about two repeating events for a young learner ready for a challenge in the context of a bus trip, using two repeating time intervals. Make all needed information explicit. Return one question only, written as plain text.","system
When does the next bus leave?",0.289971828,2119.5,3274
107,"Prepare one slightly challenging mixed-skills mathematics challenge for a primary school student learning advanced topics in the context of a fruit shop, combining subtraction and division. Keep the question concise. Give only the question as plain text. Do not include the solution.","system
A fruit shop has 24 apples and 18 oranges. If they sell 6 apples and 3 oranges per day, how many days will it take to sell all the fruits?",1.125622272,2119.5,3274
108,"Prepare one easy greater-than or less-than question for a student learning basic mathematics in the context of a sports day, using two-digit numbers. Make the situation realistic. Use plain text only and provide no solution or explanation.","system
Which number is greater: the time it takes to run 100 meters (56 seconds) or the time it takes to jump high (42 inches)?",0.989456415,2119.5,3274
109,"Write one simple two-step addition and subtraction word problem for an upper elementary student in the context of a fruit shop, with no negative answer. Keep the question concise. Give only the question as plain text. Do not include the solution.","system
At the fruit shop, there were initially 15 apples. After selling some, there were 7 apples left. How many apples did they sell?",0.921208858,2119.5,3274
