,text,labels
32,"Mrs. Hilt's favorite first grade classes are baking muffins. Mrs. Brier's class bakes 18 muffins, Mrs. MacAdams's class bakes 20 muffins, and Mrs. Flannery's class bakes 17 muffins.
How many muffins does first grade bake in all?",ELEMENTARY
33,"Mrs. Hilt bought a yoyo for 24 cents and a whistle for 14 cents.
How much did she spend in all for the two toys?",ELEMENTARY
34,"Mrs. Hilt made 5 Rice Krispie Treats. She used 8 large marshmallows and 10 mini marshmallows.
How many marshmallows did she use altogether?",ELEMENTARY
35,"At Mrs. Hilt's house, there was 29 inches of snow, and Brecknock Elementary School received 17 inches of snow.
How much more snow did Mrs. Hilt's house have?",ELEMENTARY
36,"Mrs. Hilt has $10. She spends $3 on a toy truck and $2 on a pencil case.
How much money does she have left?",ELEMENTARY
37,"Mrs. Hilt reads 5 books a day.
How many books does she read in 3 days?",ELEMENTARY
38,"Mrs. Hilt saw 2 dogs and 2 chickens.
How many animal legs did she see?",ELEMENTARY
39,"Mrs. Hilt saw 3 bugs eat two flowers each.
How many flowers total did the bugs eat?",ELEMENTARY
40,"Mrs. Hilt has 15 friends. She can only take 8 of her friends to the movies.
How many friends can't go to the movies?",ELEMENTARY
41,"Mrs. Hilt ran 3 miles on Monday, 2 miles on Wednesday, and 7 miles on Friday.
How many total miles did she run that week?",ELEMENTARY
42,"Mrs. Hilt picked up a book that has 17 pages in it. She read 11 of the pages.
How many pages did she have left to read?",ELEMENTARY
43,"Mrs. Hilt had 15 cents. She bought a pencil for 11 cents.
How much money did she have left?",ELEMENTARY
44,"Mrs. Hilt met 15 friends. Nine of the friends were carrying pears. The rest were carrying oranges.
How many friends were carrying oranges?",ELEMENTARY
45,"Mrs. Hilt spent 25 cents on one caramel apple and 15 cents on one ice cream cone.
How much more did the apple cost?",ELEMENTARY
46,"Mrs. Hilt bought 2 pizzas. Each pizza had 8 slices.
How many total slices of pizza did she have?",ELEMENTARY
47,"Mrs. Hilt read 2 books per day.
How many books did she read in one week?",ELEMENTARY
48,"Mrs. Hilt ate 5 apples every hour.
How many apples had she eaten at the end of 3 hours?",ELEMENTARY
49,"Mrs. Hilt gave 2 pieces of candy to each student in the group. The group had a total of 9 students in it.
How many pieces of candy did Mrs. Hilt give away?",ELEMENTARY
50,"Mary's mom is getting ready for Mary's birthday party. She blew up 6 balloons this morning and 5 balloons this afternoon.
How many balloons did she blow up in all?",ELEMENTARY
51,"Shelby's teacher gives out gold stars for great math work. Yesterday, Shelby earned 4 gold stars. Today, she earned 3 more.
How many gold stars did Shelby earn in all?",ELEMENTARY
52,"The Litter Patrol picked up 10 glass bottles and 8 aluminum cans on Saturday.
How many pieces of litter did they pick up altogether?",ELEMENTARY
53,"Millie had 9 bracelets. She lost 2 of them.
How many bracelets does Millie have left?",ELEMENTARY
54,"Sammy has 9 math problems to do for homework. He has already finished 2 of them.
How many math problems does Sammy have left?",ELEMENTARY
55,"There were 10 students riding on the school bus. At the first stop, 3 students got off of the bus.
How many students are left on the bus?",ELEMENTARY
56,"There were 8 ducks swimming in the pond. 3 ducks flew away.
How many ducks are still swimming in the pond?",ELEMENTARY
57,"Lucy went to the grocery store. She bought 12 packs of cookies and 16 packs of noodles.
How many packs of groceries did she buy in all?",ELEMENTARY
58,"Roden went to a pet shop. He bought 15 gold fish and 7 blue fish.
How many fish did he buy?",ELEMENTARY
59,"I read 21 pages of my English book yesterday. Today, I read 17 pages.
What is the total number of pages did I read?",ELEMENTARY
60,"In a school, there are 542 girls and 387 boys.
How many pupils are there in that school?",ELEMENTARY
61,"Linda has 34 candies. Chloe has 28.
How many candies do they have in all?",ELEMENTARY
62,"Jose has 28 chickens and 18 ducks.
How many fowls does he have?",ELEMENTARY
63,"Gino has 63 popsicle sticks. I have 50 popsicle sticks.
What is the sum of our popsicle sticks?",ELEMENTARY
64,"Lino picked up 292 shells at the seashore in the morning and 324 shells in the afternoon.
How many shells did he pick up in all?",ELEMENTARY
65,"There were 105 parents in the program and 698 pupils, too.
How many people were present in the program?",ELEMENTARY
66,"Last Saturday, Marie sold 425 magazines and 275 newspapers.
What is the total number of reading materials she sold?",ELEMENTARY
67,"There are twelve birds on the fence. Eight more birds land on the fence.
How many birds are on the fence?",ELEMENTARY
68,"Twenty-two boys went down the slide. Thirteen more boys went down the slide.
How many boys went down the slide?",ELEMENTARY
69,"Thirteen ducks are swimming in a lake. Twenty more ducks come to join them.
How many ducks are swimming in the lake?",ELEMENTARY
70,"Thirty dogs are barking. Ten more dogs start to bark.
How many dogs are barking?",ELEMENTARY
71,"Bobby ate twenty-six pieces of candy. Then, he ate seventeen more.
How many pieces of candy did Bobby eat?",ELEMENTARY
72,"Sandy had twenty-six pet fish. She bought six more fish.
How many pet fish does Sandy have now?",ELEMENTARY
73,"The clown blew up forty-seven balloons. Then he blew up thirteen more balloons.
How many balloons does the clown have now?",ELEMENTARY
74,"Our class got fifty-four books from the library. Then we got twenty-three more books from the library.
How many books did our class get from the library?",ELEMENTARY
75,"Tessa has 4 apples. Anita gave her 5 more. She needs 10 apples to make a pie.
Does she have enough to make a pie?",ELEMENTARY
76,"Julia played tag with 12 kids on Monday. She played tag with 7 kids on Tuesday.
How many kids did she play with altogether?",ELEMENTARY
77,"Molly had 14 candles on her birthday cake. She grew older and got 6 more on her birthday cake.
How old is Molly now?",ELEMENTARY
78,"James ate 22 carrot sticks before dinner and 15 more after dinner.
How many carrot sticks did he eat?",ELEMENTARY
79,"Charles found 6 pennies on his way to school. He also had 3 nickels already at home.
How much money does he now have in all?",ELEMENTARY
80,"Jovana filled her bucket with 5 pounds of shells. If she adds 12 more pounds of shell to fill her bucket,
how many pounds does she have?",ELEMENTARY
81,"Jovana filled her bucket with 5 pounds of shells. If a friend comes to add 15 pounds of shells, and another friend comes to add 17 pounds of shells,
how many pounds does she have altogether?",ELEMENTARY
82,"Isha's pencil is 12 cubes long. If she gets another pencil that is 12 cubes long,
how many cubes long are both pencils?",ELEMENTARY
83,"Isabella's hair is 18 cubes long. She gets hair extensions and it doubles her length.
How much hair does she have now?",ELEMENTARY
84,"Isabella's hair is 18 cubes long. If her hair grows 4 more inches,
how long will it be?",ELEMENTARY
85,"Mrs. Sheridan has 17 cats. Mr. Sheridan gave her 14 more cats.
How many cats does Mrs. Sheridan have altogether?",ELEMENTARY
86,"Mrs. Sheridan has 22 fish. Her sister gave her 47 more fish.
How many fish does she have now?",ELEMENTARY
87,"Mrs. Heine is buying Valentine's Day treats for her 2 dogs. If she wants to buy them 3 heart biscuits each,
how many biscuits does she need to buy?",ELEMENTARY
88,"Mrs. Heine is buying Valentine's Day treats for her 2 dogs. If she wants to buy them 5 heart biscuits each and a set of puppy boots each,
how many items will she buy?",ELEMENTARY
89,"Cade had 87 marbles. He gave 8 to Dylan.
How many does he have left?",ELEMENTARY
90,"Michael has some fish in his fish tank. Ben gave him 18 more fish. Now he has 49.
How many fish did he have to begin with?",ELEMENTARY
91,"Daniel had some noodles. He gave 12 noodles to William. Now Daniel only has 54 noodles.
How many noodles did Daniel have to begin with?",ELEMENTARY
92,"Hayley had 25 meatballs on her plate. Kirsten stole some of her meatballs. Now she has 11 meatballs on her plate.
How many meatballs did Kirsten steal?",ELEMENTARY
93,"Isabella's hair is 18 inches long. If she gets a haircut and now her hair is 9 inches long,
how much of Isabella's hair got cut off?",ELEMENTARY
94,"Isabella's hair is 18 inches long. By the end of the year her hair is 24 inches long.
How much hair did she grow?",ELEMENTARY
95,"Jovana had 5 pounds of shells in her bucket. She added some shells and now has 28 pounds of shells.
How many pounds did she add?",ELEMENTARY
96,"Isha's pencil is 31 inches long. If she sharpens it, now her pencil is 14 inches long.
How much did she sharpen off of her pencil?",ELEMENTARY
97,"Isha's pencil is 22 inches long. If she sharpens two inches off on Monday and two inches on Tuesday,
how long will her pencil be then?",ELEMENTARY
98,"Mrs. Sheridan has 11 cats.
How many more cats does Mrs. Sheridan need to have 43 cats?",ELEMENTARY
99,"Mrs. Wong had 30 Valentines. She gave 8 Valentines to her children.
How many does she have left?",ELEMENTARY
100,"Mrs. Franklin had 58 Valentines. Mrs. Franklin gave some to her students. Now she has 16.
How many Valentines did Mrs. Franklin give to her students?",ELEMENTARY
101,"Mrs. Snyder made 86 heart cookies. She made 36 red cookies and the rest are pink.
How many pink cookies did she make?",ELEMENTARY
102,"29 birds were sitting in a tree. Some more fly up to the tree. Then there were 42 birds in the tree.
How many more flew up to the tree?",ELEMENTARY
103,"18 children were riding on the bus. At the bus stop, some more children got on the bus. Then there were 25 children altogether on the bus.
How many children got on the bus at the bus stop?",ELEMENTARY
104,"There were 28 girls and 35 boys on the playground at recess.
How many children were there in all?",ELEMENTARY
105,"The elephant had 407 peanuts. She ate 129 of them.
How many peanuts did the elephant have left?",ELEMENTARY
106,"There were 58 geese and 37 ducks in the marsh.
How many birds were there in all?",ELEMENTARY
107,"Robin had 18 pieces of gum. Her brother gave her some more pieces. Now Robin has 44 pieces in all.
How many pieces of gum did Robin's brother give her?",ELEMENTARY
108,"Tommy had some balloons. His mom gave him 34 more balloons for his birthday. Then, Tommy had 60 balloons.
How many balloons did Tommy have to start with?",ELEMENTARY
109,"Alex had some candles for his Jack O'Lanterns. He used 32 of them. Now he has 12 left.
How many candles did Alex have to start with?",ELEMENTARY
110,"There were 14 kids on the soccer field. 22 kids decided to join in.
Now how many kids are on the soccer field?",ELEMENTARY
111,"Finn has 89 goldfish. 32 of the goldfish die.
How many goldfish are left?",ELEMENTARY
112,"Jane has 28 old, brown sheets of drawing paper and 27 old, yellow sheets of drawing paper.
How many pieces of drawing paper does she have?",ELEMENTARY
113,"Mikey had 356 leaves. Some of her leaves blew away. Now she has 112 leaves left.
How many of her leaves blew away?",ELEMENTARY
114,"Marcus has 210 baseball cards. He has 58 more than Carter.
How many baseball cards does Carter have?",ELEMENTARY
115,"Gavin has 23 shirts. 6 are blue the rest are green.
How many green shirts does Gavin have?",ELEMENTARY
116,"Ethan has 31 presents. Alissa has 22 more than Ethan.
How many presents does Alissa have?",ELEMENTARY
117,"Cindy had 41 pieces of candy. She ate six pieces in the morning, and twelve more pieces in the afternoon.
How many pieces of candy does she have left?",ELEMENTARY
118,"Robert wants to practice goal kicks for soccer. He decides to have 98 kicks before going home from the park. He takes 43 kicks before taking a break to get a drink of water. He then takes another 36 kicks.
How many more kicks does he need to make before he goes home?",ELEMENTARY
119,"Cindy has 105 stickers. She uses 23 stickers. She buys 45 more stickers.
How many stickers does Cindy have now?",ELEMENTARY
120,"Brian has 39 pencils. He gives 18 pencils to a friend. He buys 22 more pencils.
How many pencils does Brian have now?",ELEMENTARY
121,"Karen has 252 markers. Her mother gives her 34 more markers. Karen loses 11 markers.
How many markers does she have now?",ELEMENTARY
122,"On the first day of the week Pat had 39 stickers. Pat earned 22 more during the week.
How many stickers did Pat have at the end of the week?",ELEMENTARY
123,"Kelly had 56 apples.
How many more apples does Kelly need to pick to have 105 apples altogether?",ELEMENTARY
124,"Todd has some gum. Steve gave him 16 more pieces of gum. Now Todd has 54 pieces of gum.
How many pieces did Todd have to start with?",ELEMENTARY
125,"Josh had 142 pencils. He gave 31 pencils to Dorothy.
How many pencils does Josh have left?",ELEMENTARY
126,"Nell collects baseball cards. She had 304 cards. She gave some of her cards to Jeff and now has 276 cards left.
How many cards did Nell give to Jeff?",ELEMENTARY
127,"Sarah had some trucks. She gave 13 to Jeff, and now she has 38 trucks left.
How many trucks did Sarah have to start with?",ELEMENTARY
128,"There are 40 boys and some girls on the playground. There are 117 children altogether.
How many girls are on the playground?",ELEMENTARY
129,"Each CD rack holds 8 CDs. A shelf can hold four racks.
How many total CDs can fit on the shelf?",ELEMENTARY
130,"Carla has some marbles. She bought 134 marbles. Now she has 187 marbles.
How many did she start with?",ELEMENTARY
131,"Paco had 35 cookies. He ate 6 of them.
How many cookies did Paco have left?",ELEMENTARY
132,"Connie has 41 red markers and 64 blue markers.
How many markers does she have altogether?",ELEMENTARY
133,"Joe had fifty toy cars. If he gets twelve more cars,
how many cars will he have then?",ELEMENTARY
134,"Maria had twenty-five pieces of gum. Tommy gave her sixteen more pieces. Luis gave her twenty more pieces.
How many pieces of gum does Maria have now?",ELEMENTARY
135,"There are sixty-four pigs in the barn. Some more come to join them. Now there are eighty-six pigs.
How many pigs came to join them?",ELEMENTARY
136,"Rosa had sixty-seven flowers. Andre gave her some more flowers. Now, Rosa has ninety flowers.
How many flowers did Andre give to Rosa?",ELEMENTARY
137,"Adolfo made a tower with thirty-five blocks. He added some more blocks and now he has sixty-five blocks.
How many did he have to add?",ELEMENTARY
138,"Lucy put sixty-eight shells in her bucket. She found some more shells and now she has eighty-nine shells.
How many more did she find?",ELEMENTARY
139,"Hugo had seventy-nine stickers in his sticker book. He got some more to add to his book and now he has one hundred-twenty stickers.
How many did he add to his book?",ELEMENTARY
140,"Josh had 16 marbles in his collection. He lost 7 marbles.
How many marbles does he have now?",ELEMENTARY
141,"Megan has 19 seashells.
How many more seashells does she need to find to have 25 seashells in her collection?",ELEMENTARY
142,"Brad has 17 balloons. 8 balloons are red and the rest are green.
How many green balloons does Brad have?",ELEMENTARY
143,"There are 38 books on the shelf. Marta put 10 more books on the shelf.
How many books are on the shelf now?",ELEMENTARY
144,"A bee has 6 legs.
How many legs do 8 bees have?",ELEMENTARY
145,"Mrs. Hilt bought an ice cream cone for 99 cents.
How much would 2 ice cream cones cost?",ELEMENTARY
146,"Mrs. Hilt wants to make a border around her garden. She needs 125 rocks to complete the border. She has 64 rocks.
How many more rocks does she need to complete the border?",ELEMENTARY
147,"Mrs. Hilt had 38 marbles. She lost 15 of them.
How many marbles does she have left?",ELEMENTARY
148,"Mrs. Hilt and her sister drove to a concert 78 miles away. They drove 32 miles and then stopped for gas. Her sister put 28 gallons of gas in the car.
How many miles did they have left to drive?",ELEMENTARY
149,"Mrs. Hilt spent 1 hour and 30 minutes shoveling snow on Saturday morning and 45 minutes shoveling snow on Saturday afternoon.
How much total time did she spend shoveling snow?",ELEMENTARY
150,"Mrs. Hilt bought 6 hot dogs. Each hot dog cost 50 cents.
How much money did she pay for all of the hot dogs?",ELEMENTARY
151,"Mrs. Hilt reads 13 books on every day that starts with the letters T and S.
How many books does she read in one week?",ELEMENTARY
152,"Mrs. Hilt has 50 cents. A pencil costs 5 cents.
How many pencils can she buy with the money she has?",ELEMENTARY
153,"Mrs. Hilt saw 33 butterflies. Some of the butterflies were red and others were orange. If 20 of the butterflies were orange,
how many of them were red?",ELEMENTARY
154,"Mrs. Hilt bought a pencil for 17 cents. She used exactly minimized coins to buy the pencil.
How many coins did she use?",ELEMENTARY
155,"Mrs. Hilt had 43 cents. She bought a pencil for 20 cents and a piece of candy for 5 cents.
How much money did she have left?",ELEMENTARY
156,"On Tuesday, Mrs. Hilt saw 88 raisins on a tray in the cafeteria. That was 8 more raisins than she saw the day before.
How many raisins were on the table on Monday?",ELEMENTARY
157,"Mrs. Hilt bought carnival tickets. The tickets cost $1 for 4 tickets. If Mrs. Hilt bought 12 tickets,
how much did she pay?",ELEMENTARY
158,"Mrs. Hilt bought 3 pizzas for $8 each.
What was the total amount she paid for the three pizzas?",ELEMENTARY
159,"Mrs. Hilt saw 21 snakes, 11 alligators, 36 frogs, and 57 bears.
How many reptiles did Mrs. Hilt see?",ELEMENTARY
160,"The Hawks scored three touchdowns worth 7 points each.
How many points do they have?",ELEMENTARY
161,"I have 28 cents in my pocket.
How coins could I have on minimization?",ELEMENTARY
162,"Zach scored 42 points in the football game. Ben scored 21 points.
How many more points did Zach score?",ELEMENTARY
163,"A game spinner has 5 equal parts. Two parts are blue and three parts are purple.
Which color would you most likely spin?",ELEMENTARY
165,"The puppet show begins at 2:00 p.m. It lasts 1 hour and 30 minutes.
What time does it end?",ELEMENTARY
166,"John's birthday is January 20th. His sister's birthday comes 14 days later.
When is his sister's birthday?",ELEMENTARY
167,"A quarter equals $0.25.
How many quarters equal $2.25?",ELEMENTARY
168,"Kate has 223 pennies. John has 388 pennies.
How many more pennies does John have?",ELEMENTARY
169,"There are 5 birds in a tree.
How many bird legs do you see?",ELEMENTARY
170,"Two dimes and 3 pennies,
does the former equal the latter?",ELEMENTARY
171,"There are 3 spiders.
How many spider legs are there?",ELEMENTARY
172,"Karen wants to buy a pen that costs 75 cents. She has 2 quarters and 3 dimes.
Does she have enough money?",ELEMENTARY
173,"Jeff has twice as many crayons as Joan. Joan has 12 crayons.
How many does Jeff have?",ELEMENTARY
174,"It is 2:00.
What time will it be in three hours and forty-five minutes?",ELEMENTARY
175,"Kate gave the clerk $1.00. Her candy cost 54 cents.
How much change should Kate get back?",ELEMENTARY
176,"Mark has 13 trees in his backyard. If he plants 12 more,
how many trees will he have?",ELEMENTARY
177,"Joy will see her grandma in two days.
How many hours until she sees her?",ELEMENTARY
178,"Kim has 4 cousins. She wants to give each one 5 pieces of gum.
How much gum will she need?",ELEMENTARY
179,"Dan has $3.00. He bought a candy bar for $1.00.
How much money is left?",ELEMENTARY
180,"5 boats are in the lake. Each boat has 3 people.
How many people are on boats in the lake?",ELEMENTARY
181,"There are 43 dogs, 72 fish, and 34 cats at my farm.
How many pets do I have at my farm?",ELEMENTARY
182,"Dane eats lunch at 12:30. It takes him 20 minutes to eat.
What time does Dane finish eating?",ELEMENTARY
183,"Kyle has four dimes, one nickel, and one quarter.
Does he have enough to buy a book that costs $1.00?",ELEMENTARY
184,"Charlie has 31 more snowballs than Lucy. She has 19 snowballs.
How many does Charlie have?",ELEMENTARY
185,"Josh had $1.80. He paid 45 cents for a candy car.
How much change will he get?",ELEMENTARY
186,"I have 9 pennies, 4 nickels, and 3 dimes.
How much money do I have?",ELEMENTARY
187,"Randy has 78 blocks. He uses 19 blocks to build a tower.
How many blocks are left?",ELEMENTARY
189,"Alex has 5 dimes, 4 nickels and one penny.
Does he have enough to buy a hat that costs 90 cents?",ELEMENTARY
190,"Gino has 15 brown bears, 24 white bears, and 27 black bears.
How many bears does Gino have?",ELEMENTARY
191,"Rob has seven quarters, three dimes, five nickels, and twelve pennies.
How much money does Rob have?",ELEMENTARY
192,"Morgan has 65 red pens, 45 blue pens, and 58 black pens.
How many pens does she have?",ELEMENTARY
193,"Adi bought a pencil for 35 cents. He paid with a one-dollar bill.
How much change will he get?",ELEMENTARY
195,"Bryan has 50 skittles. Ben has 20 M&M's.
Who has more?",ELEMENTARY
196,"Bryan has 50 skittles. Ben has 20 M&M's.
How many more does Brian have?",ELEMENTARY
197,"It takes 20 minutes to cook pizza. If Jack wants to eat at 6:30,
what time should he put it in the oven?",ELEMENTARY
198,"It takes 15 minutes for Michael to get to Edgewood. If Michael arrives at 8:30,
what time did Michael leave to get there?",ELEMENTARY
199,"The train left for the station at 9:45 and arrived at 10:00.
How long did it take?",ELEMENTARY
200,"Charlie and his father, an engineer, decided to build a treehouse in their backyard. In order to start constructing the house, Charlie and his father needed to gather some wood from the forest. If they initially have 15 extra planks of wood in the house and Charlie and his father got 10 planks of wood each,
how many pieces of wood do they have in total?",ELEMENTARY
201,"While building the house, Charlie noticed that they were running out of nails so he told his father he's going to buy some. If they still have 9 nails left and Charlie bought 2 boxes of nails, the big one containing 55 nails and the small one containing 31,
how many nails will they have?",ELEMENTARY
202,"To have a more stable treehouse, Charlie's father decided to tie the corner posts of the house to the tree itself. He used 24 inches of rope for the first post, 20 inches on the second, 14 inches on the third and 12 inches on the fourth.
How many inches of rope were used?",ELEMENTARY
203,"The treehouse is almost done; all they need is to paint it. His father estimated that they will use 20 ounces of white paint, 15 ounces of green paint and 34 ounces of brown paint.
How many ounces of paint would they buy in total?",ELEMENTARY
204,"Upon finishing the treehouse, Charlie's mother served them freshly baked cookies. If Charlie ate 15 cookies, his father ate 10 and his mother only ate 5,
how many cookies were eaten in total?",ELEMENTARY
205,"Annie is about to celebrate her birthday next week so her friends decided to throw her a surprise birthday party. Jessica, Annie's best friend, is hosting the party. She plans on making pizza for everyone. If she bought 15 pieces of pepperoni, 10 pieces of salami and 30 pieces of bacon as meat ingredients,
how many pieces of meat did she buy in total?",ELEMENTARY
206,"Andrew, Annie's other friend, was assigned with the preparation of appetizers. He decided to bring 30 hotdogs on sticks, 20 pieces of bite-sized cheese pops and 40 pieces of chicken nuggets.
How many portions of appetizers did Andrew bring in all?",ELEMENTARY
207,"Annie's mother has also been asked to be a part of the surprise. She was tasked to be in charge of drinks. She made 25 glasses of orange juice, 15 glasses of grape juice and 5 glasses of apple juice.
How many glasses of juice would there be?",ELEMENTARY
208,"Annie's friends wanted to make sure that there will be enough utensils to go around. If they already have 10 spoons and 10 forks and they bought 30 more for forks and 20 more spoons,
how many utensils do they have available for the party?",ELEMENTARY
209,"On the actual day of Annie's birthday, almost everyone in her class came to surprise her. If Annie has 15 girl classmates, 20 boy classmates and 3 teachers in her class,
how many people attended her birthday party?",ELEMENTARY
210,"It's Halloween in Chicago. Bob, Mary, John, Sue and Sam dressed as superheroes and went out to do some trick or treating. After passing through the houses on Main Street, the five friends counted how much candy they have. If Bob has 10 candies, Mary has 5, Sue has 20, John has 5 as well and Sam has also 10 candies.
How many candies did they have together?",ELEMENTARY
211,"The group then went on to check out the houses along Broadway Street and the scary Werewolf Avenue. After the long walk, they decided to count their candy again. If Mary has 5 chewing gums, Sam has 10 chewing gums and Sue has 15 chewing gums,
how many chewing gums did the three have in all?",ELEMENTARY
212,"The friends then proceeded to the rest of the houses in their village. However, Sam had to go home earlier. She got her share of candies which are composed of 10 chewing gums, 15 chocolate bars, and 20 assorted fruit candies.
How many candies did she get in total?",ELEMENTARY
213,"Bob who is Sam's next door neighbor decided that he will accompany Sam home. He also took his share which consists of 15 chewing gums, 20 chocolate bars and 15 assorted candies.
How many candies did he get?",ELEMENTARY
214,"After Sam and Bob left, Mary, John and Sue decided to go home as well. They counted the total amount of treats that the three of them got. They were able to sort out 60 chewing gums, 55 chocolate bars and another 40 candies of different flavors.
How many treats did Mary, John and Sue have in total?",ELEMENTARY
215,"It is Easter time and the kids in the neighborhood of Easterville are very excited about the annual Easter egg hunt. The parents have decided to hide the eggs in a lot of different places. They hid 55 eggs around the club house, 33 eggs around the village park and 22 eggs in the town hall garden.
How many eggs were hidden in total?",ELEMENTARY
216,"Joe, one of the best Easter egg hunters, found 12 eggs around the club house, 5 eggs around the park and 3 eggs in the town hall garden.
How many eggs did Joe find?",ELEMENTARY
217,"The twins Ellie and Amy were able to locate 10 eggs around the club house, 4 eggs in the town hall garden and 6 more around the park.
How many eggs do they have in total?",ELEMENTARY
218,"The rest of the kids around town got 13 more eggs around the club house, 9 eggs around the park and 8 eggs in the town hall garden. If we add all the eggs that they got,
how many eggs would that be?",ELEMENTARY
219,"If the all the participants found a total 40 eggs from the club house, 25 eggs from the park and 15 eggs from the town hall,
how many Easter eggs were found that day?",ELEMENTARY
220,"Penny's class is going to Animaland, the largest zoo on earth, for their science field trip. The zoo has a variety of wild animals in captivity. Their first destination was the aviary. The aviary has 3 species of eagles on show that day. They have 20 Bald Eagles, 15 Harpy Eagles, and 30 Crowned Eagles.
How many eagles are on display that day?",ELEMENTARY
221,"After the aviary was the zoo's swamp area. Penny counted a total of 55 tree frogs, 10 poison frogs and 13 wood frogs.
How many frogs was Penny able to count?",ELEMENTARY
222,"Aside from frogs, the swamp area is also home to a few dangerous animals. Penny's teacher pointed out 22 crocodiles, 23 alligators and 5 vipers.
How many dangerous animals did the teacher point out in total?",ELEMENTARY
223,"Next in their itinerary was the insectarium, home to hundreds of insect species. Penny, who likes butterflies and ants, took pictures of the different species. She was able to capture 60 species of butterflies, 15 species of ants and 20 species of other insects.
How many species of insects did Penny capture?",ELEMENTARY
224,"Last stop in their field trip was the aquarium. Penny identified 35 species of sharks, 15 species of eels and 5 different species of whales.
How many species was Penny able to identify?",ELEMENTARY
225,"Marcus and his friends are starting a recycling project to help the school raise some money for charity. They were tasked to collect different materials and create useful things from those. If Marcus was able to gather 25 milk bottles, and John was able to gather 20 milk bottles,
how many milk bottles do they have available for recycling?",ELEMENTARY
226,"Chris, tasked to lead the newspaper collection, was able to obtain 42 newspapers from their neighborhood. If his sister Lily helped him and was able to get 23 more newspapers from another block,
how many newspapers were they able to collect together?",ELEMENTARY
227,"Andy, another part of the recycling team decided he would gather tin foil wrappers. If he was able to pick up 34 wrappers around the village dumpster and his best friend Max was able to collect 15,
how many wrappers were gathered in total?",ELEMENTARY
228,"After collecting materials, they started making recycled products to sell during the school's recycling fair. If Marcus made 26 pen holders from the milk bottles and Annie was able to make 37,
how many pen holders were made?",ELEMENTARY
